top_absence,abundance,type,lifeform,target_abbr,target,constituents
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Hylocomium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Hylocomium splendens
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Hypopterygium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Hypopterygium flavolimbatum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Isothecium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Isothecium cardotii
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Isothecium myosuroides
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Isothecium stoloniferum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Kindbergia
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Kindbergia oregana
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Kindbergia praelonga
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Leptopterigynandrum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Leptopterigynandrum austroalpinum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Lescuraea
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Lescuraea saxicola
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Leskea
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Leskea polycarpa
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Leskeella
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Leskeella nervosa
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Myuroclada
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Myuroclada maximowiczii
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Neckera
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Neckera douglasii
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Neckera menziesii
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Neckera pennata
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pleuroziopsis
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pleuroziopsis ruthenica
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pleurozium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pleurozium schreberi
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea atricha
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea baileyi
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea incurvata
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea incurvata var. incurvata
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea patens
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea radicosa
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea radicosa var. denudata
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea radicosa var. radicosa
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea saviana
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskea stenophylla
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskeella
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskeella rupestris
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudoleskeella tectorum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudostereodon
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Pseudostereodon procerrimus
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiadelphus
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiadelphus japonicus
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiadelphus loreus
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiadelphus squarrosus
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiadelphus subpinnatus
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiopsis
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidiopsis robusta
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Rhytidium rugosum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Roaldia
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Roaldia revoluta
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Roaldia revoluta var. revoluta
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum hylotapetum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum latifolium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum oedipodium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum ornellanum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum plumosum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum populeum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum reflexum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Sciuro-hypnum uncinifolium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Scleropodium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Scleropodium obtusifolium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Thamnobryum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Thamnobryum neckeroides
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Thuidium
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Thuidium delicatulum
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Thuidium delicatulum var. radicans
FALSE,TRUE,diagnostic species set,7. bryophyte,feather,Feathermoss,Thuidium recognitum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum alaskense
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum andersonianum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum angustifolium
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum annulatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum aongstroemii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum arcticum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum austinii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum balticum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum bartlettianum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum bergianum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum beringiense
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum brevifolium
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum capillifolium
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum compactum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum contortum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum cuspidatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum fimbriatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum fimbriatum ssp. concinnum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum fimbriatum ssp. fimbriatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum fuscum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum girgensohnii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum henryense
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum imbricatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum inexspectatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum inundatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum jensenii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum kenaiense
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum lenense
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum lindbergii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum magellanicum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum majus
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum majus ssp. majus
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum majus ssp. norvegicum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum mendocinum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum mirum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum moss
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum obtusum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum orientale
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum pacificum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum papillosum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum perfoliatum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum platyphyllum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum pulchrum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum quinquefarium
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum riparium
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum rubellum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum rubiginosum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum russowii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum sitchense
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum squarrosum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum steerei
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum subfulvum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum subnitens
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum subsecundum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum talbotianum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum tenellum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum teres
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum tescorum
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum tundrae
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum warnstorfii
FALSE,TRUE,diagnostic species set,7. bryophyte,sphagn,Sphagnum Moss,Sphagnum wilfii
FALSE,TRUE,functional group,8. lichen,lichen,Lichen,lichen
TRUE,TRUE,abiotic,9. abiotic,bare,Bare Ground,n/a
TRUE,TRUE,none,9. abiotic,water,Peak Growing Season Sub-canopy Surface Water,n/a
